id,type,name,highway,maxspeed,lanes,oneway
839160696,way,Unknown,footway,Unknown,Unknown,Unknown
839160697,way,Unknown,footway,Unknown,Unknown,Unknown
839160698,way,Unknown,footway,Unknown,Unknown,Unknown
839160699,way,Unknown,footway,Unknown,Unknown,Unknown
839160700,way,Unknown,footway,Unknown,Unknown,Unknown
839160701,way,Unknown,footway,Unknown,Unknown,Unknown
839160702,way,Unknown,footway,Unknown,Unknown,Unknown
839160703,way,Unknown,footway,Unknown,Unknown,Unknown
839160705,way,South Street,footway,Unknown,Unknown,Unknown
839160706,way,Unknown,footway,Unknown,Unknown,Unknown
839160707,way,Unknown,footway,Unknown,Unknown,Unknown
839160708,way,Unknown,footway,Unknown,Unknown,Unknown
839160709,way,Unknown,footway,Unknown,Unknown,Unknown
839160710,way,Unknown,footway,Unknown,Unknown,Unknown
839160711,way,Unknown,footway,Unknown,Unknown,Unknown
839160712,way,Unknown,footway,Unknown,Unknown,Unknown
839160714,way,Unknown,footway,Unknown,Unknown,Unknown
839160715,way,Unknown,footway,Unknown,Unknown,Unknown
839160716,way,Unknown,footway,Unknown,Unknown,Unknown
839160718,way,Unknown,footway,Unknown,Unknown,Unknown
839160719,way,Unknown,footway,Unknown,Unknown,Unknown
839968913,way,Unknown,footway,Unknown,Unknown,Unknown
840748581,way,Water Street,residential,25 mph,Unknown,yes
841720541,way,Old Fulton Street,secondary,Unknown,1,yes
841720542,way,Elizabeth Place,residential,25 mph,1,yes
841720543,way,Old Fulton Street,secondary,Unknown,Unknown,yes
843553759,way,Division Street,secondary,20 mph,Unknown,yes
843553760,way,Division Street,residential,20 mph,Unknown,yes
845108807,way,Unknown,footway,Unknown,Unknown,Unknown
845108809,way,Unknown,footway,Unknown,Unknown,Unknown
845108810,way,Unknown,footway,Unknown,Unknown,Unknown
845108811,way,Unknown,footway,Unknown,Unknown,Unknown
845108812,way,Unknown,footway,Unknown,Unknown,Unknown
845108813,way,Unknown,footway,Unknown,Unknown,Unknown
845108814,way,Unknown,footway,Unknown,Unknown,Unknown
845108815,way,Unknown,footway,Unknown,Unknown,Unknown
845108816,way,Unknown,footway,Unknown,Unknown,Unknown
845359325,way,Hicks Street,residential,20 mph,Unknown,yes
845371752,way,Willow Street,residential,20 mph,Unknown,yes
845734543,way,Broome Street,residential,25 mph,Unknown,yes
845740587,way,Orchard Street,residential,25 mph,Unknown,yes
845741669,way,Ludlow Street,residential,25 mph,Unknown,yes
845741670,way,Ludlow Street,residential,25 mph,Unknown,yes
845755951,way,Rivington Street,residential,25 mph,Unknown,yes
845781114,way,Stanton Street,residential,25 mph,Unknown,yes
845950435,way,Rivington Street,residential,25 mph,Unknown,yes
845950436,way,Rivington Street,residential,25 mph,Unknown,yes
845994219,way,6th Avenue,primary,25 mph,3,yes
846035644,way,King Street,residential,25 mph,Unknown,yes
846137635,way,MacDougal Street,residential,25 mph,Unknown,yes
846936798,way,Unknown,pedestrian,Unknown,Unknown,Unknown
847873802,way,Bayard Street,residential,20 mph,1,yes
847873803,way,Bayard Street,residential,20 mph,Unknown,yes
847909746,way,Washington Street,residential,Unknown,Unknown,yes
847920086,way,Ann Street,residential,20 mph,1,yes
847920890,way,Canal Street,secondary,20 mph,Unknown,Unknown
847921886,way,Hester Street,residential,25 mph,Unknown,yes
847921887,way,Hester Street,residential,25 mph,Unknown,yes
847931435,way,Mulberry Street,residential,25 mph,1,yes
847931436,way,Mulberry Street,residential,25 mph,1,yes
847932330,way,Pine Street,residential,20 mph,1,yes
847932331,way,Pine Street,residential,20 mph,1,yes
847932924,way,Elizabeth Street,residential,25 mph,Unknown,yes
847932925,way,Elizabeth Street,residential,25 mph,Unknown,yes
847939166,way,Spring Street,residential,25 mph,1,yes
847939167,way,Spring Street,residential,25 mph,Unknown,yes
847942275,way,Bleecker Street,residential,25 mph,1,yes
847942276,way,Bleecker Street,residential,25 mph,1,yes
847944398,way,Pearl Street,residential,20 mph,1,yes
847998122,way,Spring Street,residential,25 mph,1,yes
848016982,way,Broome Street,residential,25 mph,Unknown,yes
849942510,way,Pike Street,primary,20 mph,Unknown,yes
850384623,way,Division Street,secondary,20 mph,Unknown,yes
855492912,way,Unknown,footway,Unknown,Unknown,Unknown
855492925,way,Unknown,footway,Unknown,Unknown,Unknown
855492926,way,Unknown,footway,Unknown,Unknown,Unknown
855492927,way,Unknown,footway,Unknown,Unknown,Unknown
855492928,way,Unknown,footway,Unknown,Unknown,Unknown
858438713,way,Unknown,service,Unknown,Unknown,Unknown
862825474,way,Unknown,footway,Unknown,Unknown,Unknown
868415549,way,Unknown,footway,Unknown,Unknown,Unknown
868415550,way,Unknown,footway,Unknown,Unknown,Unknown
868415551,way,Unknown,footway,Unknown,Unknown,Unknown
868415552,way,Unknown,footway,Unknown,Unknown,Unknown
868415553,way,Unknown,footway,Unknown,Unknown,Unknown
868415554,way,Unknown,footway,Unknown,Unknown,Unknown
868415555,way,Unknown,footway,Unknown,Unknown,Unknown
868415556,way,Unknown,footway,Unknown,Unknown,Unknown
868415557,way,Unknown,footway,Unknown,Unknown,Unknown
868415558,way,Unknown,footway,Unknown,Unknown,Unknown
868415559,way,Unknown,footway,Unknown,Unknown,Unknown
868415560,way,Unknown,service,Unknown,Unknown,yes
868415561,way,Unknown,footway,Unknown,Unknown,Unknown
868415562,way,Unknown,footway,Unknown,Unknown,Unknown
868415563,way,Unknown,footway,Unknown,Unknown,Unknown
868415564,way,Unknown,footway,Unknown,Unknown,Unknown
868545244,way,Unknown,service,Unknown,Unknown,Unknown
869975193,way,Unknown,footway,Unknown,Unknown,Unknown
869975194,way,Canal Arcade,footway,Unknown,Unknown,Unknown
870681743,way,Unknown,motorway_link,25 mph,1,yes
870681744,way,Unknown,motorway_link,25 mph,1,yes
880256646,way,Grand Street,secondary,25 mph,2,Unknown
883253219,way,Unknown,footway,Unknown,Unknown,Unknown
883257154,way,Unknown,footway,Unknown,Unknown,Unknown
883257155,way,Unknown,footway,Unknown,Unknown,Unknown
883257156,way,Unknown,footway,Unknown,Unknown,Unknown
883293277,way,Unknown,footway,Unknown,Unknown,Unknown
883293278,way,Unknown,footway,Unknown,Unknown,Unknown
883293279,way,Unknown,footway,Unknown,Unknown,Unknown
883293280,way,Unknown,footway,Unknown,Unknown,Unknown
883293281,way,Unknown,footway,Unknown,Unknown,Unknown
883293282,way,Unknown,footway,Unknown,Unknown,Unknown
883293283,way,Unknown,footway,Unknown,Unknown,Unknown
883293285,way,Unknown,footway,Unknown,Unknown,Unknown
883293286,way,Unknown,footway,Unknown,Unknown,Unknown
883293288,way,Unknown,footway,Unknown,Unknown,Unknown
883293290,way,Unknown,footway,Unknown,Unknown,Unknown
883293291,way,Unknown,footway,Unknown,Unknown,Unknown
883293292,way,Unknown,footway,Unknown,Unknown,Unknown
883293293,way,Unknown,footway,Unknown,Unknown,Unknown
883293294,way,Unknown,footway,Unknown,Unknown,Unknown
883293295,way,Unknown,footway,Unknown,Unknown,Unknown
885217270,way,Unknown,footway,Unknown,Unknown,Unknown
885217271,way,Unknown,footway,Unknown,Unknown,Unknown
885217272,way,Unknown,footway,Unknown,Unknown,Unknown
885217273,way,Unknown,footway,Unknown,Unknown,Unknown
885217274,way,Unknown,footway,Unknown,Unknown,Unknown
885217275,way,Unknown,footway,Unknown,Unknown,Unknown
885217276,way,Unknown,footway,Unknown,Unknown,Unknown
885217277,way,Unknown,footway,Unknown,Unknown,Unknown
885217278,way,Unknown,footway,Unknown,Unknown,Unknown
885217280,way,Unknown,footway,Unknown,Unknown,Unknown
885217281,way,Unknown,footway,Unknown,Unknown,Unknown
885217283,way,Unknown,footway,Unknown,Unknown,Unknown
885217284,way,Unknown,footway,Unknown,Unknown,Unknown
885217286,way,Unknown,footway,Unknown,Unknown,Unknown
885217287,way,Unknown,footway,Unknown,Unknown,Unknown
885217288,way,Unknown,footway,Unknown,Unknown,Unknown
885217289,way,Unknown,footway,Unknown,Unknown,Unknown
885217291,way,Unknown,footway,Unknown,Unknown,Unknown
885217292,way,Unknown,footway,Unknown,Unknown,Unknown
885217293,way,Unknown,footway,Unknown,Unknown,Unknown
885217294,way,Unknown,footway,Unknown,Unknown,Unknown
885217295,way,Unknown,footway,Unknown,Unknown,Unknown
885217296,way,Unknown,footway,Unknown,Unknown,Unknown
885217297,way,Unknown,footway,Unknown,Unknown,Unknown
885217302,way,Unknown,footway,Unknown,Unknown,Unknown
885217303,way,Unknown,footway,Unknown,Unknown,Unknown
885217304,way,Unknown,footway,Unknown,Unknown,Unknown
885217305,way,Unknown,footway,Unknown,Unknown,Unknown
885218347,way,Unknown,footway,Unknown,Unknown,Unknown
885218348,way,Unknown,footway,Unknown,Unknown,Unknown
885218349,way,Unknown,footway,Unknown,Unknown,Unknown
885218350,way,Unknown,footway,Unknown,Unknown,Unknown
885218351,way,Unknown,footway,Unknown,Unknown,Unknown
885218352,way,Unknown,footway,Unknown,Unknown,Unknown
885218353,way,Unknown,footway,Unknown,Unknown,Unknown
885218354,way,Unknown,footway,Unknown,Unknown,Unknown
885218355,way,Unknown,footway,Unknown,Unknown,Unknown
885218356,way,Unknown,footway,Unknown,Unknown,Unknown
885220332,way,Unknown,footway,Unknown,Unknown,Unknown
885220335,way,Unknown,footway,Unknown,Unknown,Unknown
885220336,way,Unknown,footway,Unknown,Unknown,Unknown
885220337,way,Unknown,footway,Unknown,Unknown,Unknown
885220338,way,Unknown,footway,Unknown,Unknown,Unknown
885220339,way,Unknown,footway,Unknown,Unknown,Unknown
885220340,way,Unknown,footway,Unknown,Unknown,Unknown
885220341,way,Unknown,footway,Unknown,Unknown,Unknown
885220342,way,Unknown,footway,Unknown,Unknown,Unknown
885220343,way,Unknown,footway,Unknown,Unknown,Unknown
885220344,way,Unknown,footway,Unknown,Unknown,Unknown
885220349,way,Unknown,footway,Unknown,Unknown,Unknown
885220350,way,Unknown,footway,Unknown,Unknown,Unknown
885220899,way,Unknown,footway,Unknown,Unknown,Unknown
885220900,way,Unknown,footway,Unknown,Unknown,Unknown
885220901,way,Unknown,footway,Unknown,Unknown,Unknown
885220902,way,Unknown,footway,Unknown,Unknown,Unknown
885220903,way,Unknown,footway,Unknown,Unknown,Unknown
885220904,way,Unknown,footway,Unknown,Unknown,Unknown
885220905,way,Unknown,footway,Unknown,Unknown,Unknown
885220906,way,Unknown,footway,Unknown,Unknown,Unknown
885220907,way,Unknown,footway,Unknown,Unknown,Unknown
885220908,way,Unknown,footway,Unknown,Unknown,Unknown
885220930,way,Unknown,footway,Unknown,Unknown,Unknown
885221440,way,Unknown,footway,Unknown,Unknown,Unknown
885221441,way,Unknown,footway,Unknown,Unknown,Unknown
885221442,way,Unknown,footway,Unknown,Unknown,Unknown
885221443,way,Unknown,footway,Unknown,Unknown,Unknown
885221444,way,Unknown,footway,Unknown,Unknown,Unknown
885221445,way,Unknown,footway,Unknown,Unknown,Unknown
885221446,way,Unknown,footway,Unknown,Unknown,Unknown
885221907,way,Unknown,footway,Unknown,Unknown,Unknown
885221908,way,Unknown,footway,Unknown,Unknown,Unknown
885221909,way,Unknown,footway,Unknown,Unknown,Unknown
885221910,way,Unknown,footway,Unknown,Unknown,Unknown
885221911,way,Unknown,footway,Unknown,Unknown,Unknown
885221912,way,Unknown,footway,Unknown,Unknown,Unknown
885221913,way,Unknown,footway,Unknown,Unknown,Unknown
885222063,way,Unknown,footway,Unknown,Unknown,Unknown
885222064,way,Unknown,footway,Unknown,Unknown,Unknown
885222065,way,Unknown,footway,Unknown,Unknown,Unknown
885222066,way,Unknown,footway,Unknown,Unknown,Unknown
885222067,way,Unknown,footway,Unknown,Unknown,Unknown
885222068,way,Unknown,footway,Unknown,Unknown,Unknown
885222069,way,Unknown,footway,Unknown,Unknown,Unknown
885222070,way,Unknown,footway,Unknown,Unknown,Unknown
885222071,way,Unknown,footway,Unknown,Unknown,Unknown
885222551,way,Unknown,footway,Unknown,Unknown,Unknown
885222552,way,Unknown,footway,Unknown,Unknown,Unknown
885223900,way,Unknown,footway,Unknown,Unknown,Unknown
885223901,way,Unknown,footway,Unknown,Unknown,Unknown
885223905,way,Unknown,footway,Unknown,Unknown,Unknown
885223906,way,Unknown,footway,Unknown,Unknown,Unknown
885223907,way,Unknown,footway,Unknown,Unknown,Unknown
885223908,way,Unknown,footway,Unknown,Unknown,Unknown
885224281,way,Unknown,footway,Unknown,Unknown,Unknown
885224282,way,Unknown,footway,Unknown,Unknown,Unknown
885224283,way,Unknown,footway,Unknown,Unknown,Unknown
885224284,way,Unknown,footway,Unknown,Unknown,Unknown
885224285,way,Unknown,footway,Unknown,Unknown,Unknown
885420427,way,Unknown,footway,Unknown,Unknown,Unknown
885420428,way,Unknown,footway,Unknown,Unknown,Unknown
885420429,way,Unknown,footway,Unknown,Unknown,Unknown
885420430,way,Unknown,footway,Unknown,Unknown,Unknown
885420431,way,Unknown,footway,Unknown,Unknown,Unknown
885420432,way,Unknown,footway,Unknown,Unknown,Unknown
885420433,way,Unknown,footway,Unknown,Unknown,Unknown
885420434,way,Unknown,footway,Unknown,Unknown,Unknown
885420435,way,Unknown,footway,Unknown,Unknown,Unknown
885420436,way,Unknown,footway,Unknown,Unknown,Unknown
885420437,way,Unknown,footway,Unknown,Unknown,Unknown
885420438,way,Unknown,footway,Unknown,Unknown,Unknown
885420439,way,Unknown,footway,Unknown,Unknown,Unknown
885420440,way,Unknown,footway,Unknown,Unknown,Unknown
885420441,way,Unknown,footway,Unknown,Unknown,Unknown
885420442,way,Unknown,footway,Unknown,Unknown,Unknown
885420443,way,Unknown,footway,Unknown,Unknown,Unknown
885420444,way,Unknown,footway,Unknown,Unknown,Unknown
885420445,way,Unknown,footway,Unknown,Unknown,Unknown
887431315,way,Unknown,service,Unknown,Unknown,Unknown
888695667,way,Unknown,footway,Unknown,Unknown,Unknown
888695668,way,Unknown,footway,Unknown,Unknown,Unknown
888695669,way,Unknown,footway,Unknown,Unknown,Unknown
888695670,way,Unknown,footway,Unknown,Unknown,Unknown
888695675,way,Unknown,footway,Unknown,Unknown,Unknown
888695676,way,Unknown,footway,Unknown,Unknown,Unknown
888695677,way,Unknown,footway,Unknown,Unknown,Unknown
888695678,way,Unknown,footway,Unknown,Unknown,Unknown
888695684,way,Unknown,footway,Unknown,Unknown,Unknown
888695685,way,Unknown,footway,Unknown,Unknown,Unknown
888695686,way,Unknown,footway,Unknown,Unknown,Unknown
888695687,way,Unknown,footway,Unknown,Unknown,Unknown
888695688,way,Unknown,footway,Unknown,Unknown,Unknown
888695689,way,Unknown,footway,Unknown,Unknown,Unknown
888695690,way,Chambers Street,footway,Unknown,Unknown,Unknown
888695691,way,Unknown,footway,Unknown,Unknown,Unknown
888695692,way,Unknown,footway,Unknown,Unknown,Unknown
888695693,way,Unknown,footway,Unknown,Unknown,Unknown
888695694,way,Unknown,footway,Unknown,Unknown,Unknown
888695695,way,Unknown,footway,Unknown,Unknown,Unknown
888695696,way,Unknown,footway,Unknown,Unknown,Unknown
888695697,way,Unknown,footway,Unknown,Unknown,Unknown
888695698,way,Unknown,footway,Unknown,Unknown,Unknown
888695699,way,Unknown,footway,Unknown,Unknown,Unknown
888695701,way,Unknown,footway,Unknown,Unknown,Unknown
888695702,way,Unknown,footway,Unknown,Unknown,Unknown
888695704,way,Unknown,footway,Unknown,Unknown,Unknown
888695705,way,Unknown,footway,Unknown,Unknown,Unknown
888695706,way,Unknown,footway,Unknown,Unknown,Unknown
888695707,way,Unknown,footway,Unknown,Unknown,Unknown
888695708,way,Unknown,footway,Unknown,Unknown,Unknown
888695709,way,Unknown,footway,Unknown,Unknown,Unknown
888695710,way,Unknown,footway,Unknown,Unknown,Unknown
888695711,way,Unknown,footway,Unknown,Unknown,Unknown
888695712,way,Unknown,footway,Unknown,Unknown,Unknown
888695713,way,Unknown,footway,Unknown,Unknown,Unknown
888695714,way,Unknown,footway,Unknown,Unknown,Unknown
888695715,way,William Street,footway,Unknown,Unknown,no
888758825,way,Unknown,steps,Unknown,Unknown,Unknown
888758835,way,Unknown,footway,Unknown,Unknown,Unknown
888758836,way,Unknown,footway,Unknown,Unknown,Unknown
888758837,way,Unknown,footway,Unknown,Unknown,Unknown
888758838,way,Unknown,footway,Unknown,Unknown,Unknown
888758843,way,Unknown,footway,Unknown,Unknown,Unknown
888758844,way,Brooklyn Bridge Park Greenway,footway,Unknown,2,no
888758845,way,Unknown,footway,Unknown,Unknown,Unknown
888758847,way,Unknown,footway,Unknown,Unknown,Unknown
888758850,way,Unknown,footway,Unknown,Unknown,Unknown
888758851,way,Unknown,footway,Unknown,Unknown,Unknown
888758852,way,Unknown,footway,Unknown,Unknown,Unknown
888758854,way,Unknown,footway,Unknown,Unknown,Unknown
888758856,way,Unknown,footway,Unknown,Unknown,Unknown
888758860,way,Unknown,footway,Unknown,Unknown,Unknown
888758862,way,Unknown,footway,Unknown,Unknown,Unknown
888758863,way,Unknown,footway,Unknown,Unknown,Unknown
888758864,way,Unknown,steps,Unknown,Unknown,Unknown
888758865,way,Unknown,footway,Unknown,Unknown,Unknown
888758870,way,Unknown,footway,Unknown,Unknown,Unknown
888758871,way,Unknown,footway,Unknown,Unknown,Unknown
888758911,way,Unknown,footway,Unknown,Unknown,Unknown
888758912,way,Unknown,footway,Unknown,Unknown,Unknown
888758913,way,Unknown,footway,Unknown,Unknown,Unknown
888758916,way,Unknown,footway,Unknown,Unknown,Unknown
888758917,way,Unknown,footway,Unknown,Unknown,Unknown
888758919,way,Unknown,footway,Unknown,Unknown,Unknown
888758920,way,Unknown,footway,Unknown,Unknown,Unknown
888758922,way,Unknown,footway,Unknown,Unknown,Unknown
888758928,way,Unknown,footway,Unknown,Unknown,Unknown
888758930,way,Unknown,footway,Unknown,Unknown,Unknown
888758931,way,Unknown,footway,Unknown,Unknown,Unknown
888758932,way,Unknown,footway,Unknown,Unknown,Unknown
888758933,way,Unknown,footway,Unknown,Unknown,Unknown
888758934,way,Unknown,footway,Unknown,Unknown,Unknown
888758935,way,Unknown,footway,Unknown,Unknown,Unknown
888758936,way,Unknown,footway,Unknown,Unknown,Unknown
888758938,way,Unknown,footway,Unknown,Unknown,Unknown
888758939,way,Unknown,footway,Unknown,Unknown,Unknown
888758940,way,Unknown,footway,Unknown,Unknown,Unknown
888758941,way,Unknown,footway,Unknown,Unknown,Unknown
888758942,way,Unknown,footway,Unknown,Unknown,Unknown
888758945,way,Unknown,footway,Unknown,Unknown,Unknown
888758959,way,Unknown,footway,Unknown,Unknown,Unknown
888758968,way,Unknown,footway,Unknown,Unknown,Unknown
888758969,way,Unknown,footway,Unknown,Unknown,Unknown
888758970,way,Unknown,footway,Unknown,Unknown,Unknown
888758971,way,Unknown,footway,Unknown,Unknown,Unknown
888758972,way,Unknown,footway,Unknown,Unknown,Unknown
888758974,way,Unknown,footway,Unknown,Unknown,Unknown
888758989,way,Unknown,steps,Unknown,Unknown,Unknown
888759000,way,Unknown,footway,Unknown,Unknown,Unknown
888759009,way,Unknown,footway,Unknown,Unknown,Unknown
888759010,way,Unknown,footway,Unknown,Unknown,Unknown
888759011,way,Unknown,footway,Unknown,Unknown,Unknown
888759012,way,Unknown,footway,Unknown,Unknown,Unknown
888759013,way,Unknown,footway,Unknown,Unknown,Unknown
888759014,way,Unknown,footway,Unknown,Unknown,Unknown
888759015,way,Unknown,footway,Unknown,Unknown,Unknown
888759016,way,Unknown,footway,Unknown,Unknown,Unknown
888759017,way,Unknown,footway,Unknown,Unknown,Unknown
888759018,way,Unknown,footway,Unknown,Unknown,Unknown
888759019,way,Unknown,footway,Unknown,Unknown,Unknown
888759020,way,Unknown,footway,Unknown,Unknown,Unknown
888759021,way,Unknown,footway,Unknown,Unknown,Unknown
888759022,way,Unknown,footway,Unknown,Unknown,Unknown
888759024,way,Unknown,footway,Unknown,Unknown,Unknown
888759025,way,Unknown,footway,Unknown,Unknown,Unknown
888759026,way,Unknown,footway,Unknown,Unknown,Unknown
888759028,way,Unknown,footway,Unknown,Unknown,Unknown
888759029,way,Unknown,footway,Unknown,Unknown,Unknown
888759030,way,Unknown,footway,Unknown,Unknown,Unknown
888759031,way,Unknown,footway,Unknown,Unknown,Unknown
888759033,way,Unknown,footway,Unknown,Unknown,Unknown
888759034,way,Unknown,footway,Unknown,Unknown,Unknown
888759035,way,Unknown,steps,Unknown,Unknown,Unknown
888759036,way,Unknown,footway,Unknown,Unknown,Unknown
888759037,way,Unknown,footway,Unknown,Unknown,Unknown
888759038,way,Unknown,footway,Unknown,Unknown,Unknown
888759039,way,Unknown,footway,Unknown,Unknown,Unknown
888759040,way,Unknown,footway,Unknown,Unknown,Unknown
888759041,way,Unknown,footway,Unknown,Unknown,Unknown
888759042,way,Unknown,footway,Unknown,Unknown,Unknown
888759045,way,Unknown,footway,Unknown,Unknown,Unknown
888759046,way,Unknown,footway,Unknown,Unknown,Unknown
888759047,way,Unknown,footway,Unknown,Unknown,Unknown
888759048,way,Unknown,footway,Unknown,Unknown,Unknown
888759049,way,Unknown,footway,Unknown,Unknown,Unknown
888759050,way,Unknown,footway,Unknown,Unknown,Unknown
888759051,way,Unknown,footway,Unknown,Unknown,Unknown
888759053,way,Unknown,footway,Unknown,Unknown,Unknown
888759054,way,Unknown,footway,Unknown,Unknown,Unknown
888759055,way,Unknown,footway,Unknown,Unknown,Unknown
888759056,way,Unknown,footway,Unknown,Unknown,Unknown
888759057,way,Cortlandt Way,pedestrian,Unknown,Unknown,Unknown
888759058,way,Unknown,footway,Unknown,Unknown,Unknown
888759059,way,Unknown,footway,Unknown,Unknown,Unknown
888759060,way,Unknown,footway,Unknown,Unknown,Unknown
888759061,way,Unknown,footway,Unknown,Unknown,Unknown
888759062,way,Unknown,footway,Unknown,Unknown,Unknown
888759063,way,Unknown,footway,Unknown,Unknown,Unknown
888759064,way,Unknown,footway,Unknown,Unknown,Unknown
888759065,way,Unknown,footway,Unknown,Unknown,Unknown
888759066,way,Unknown,footway,Unknown,Unknown,Unknown
888759067,way,Unknown,footway,Unknown,Unknown,Unknown
888759069,way,Unknown,footway,Unknown,Unknown,Unknown
888759074,way,Broadway,footway,Unknown,Unknown,Unknown
888759076,way,Park Row,secondary_link,20 mph,1,yes
888759077,way,Unknown,footway,Unknown,Unknown,Unknown
888759078,way,Unknown,footway,Unknown,Unknown,Unknown
888759079,way,Unknown,footway,Unknown,Unknown,Unknown
888759081,way,Unknown,footway,Unknown,Unknown,Unknown
888759082,way,Unknown,footway,Unknown,Unknown,Unknown
888759083,way,Unknown,footway,Unknown,Unknown,Unknown
888759084,way,Unknown,footway,Unknown,Unknown,Unknown
888759085,way,Unknown,footway,Unknown,Unknown,Unknown
888759086,way,Unknown,footway,Unknown,Unknown,Unknown
888759087,way,Unknown,footway,Unknown,Unknown,Unknown
888759088,way,Unknown,footway,Unknown,Unknown,Unknown
888759089,way,Unknown,footway,Unknown,Unknown,Unknown
888759090,way,Unknown,footway,Unknown,Unknown,Unknown
888759092,way,Unknown,footway,Unknown,Unknown,Unknown
888759093,way,Unknown,footway,Unknown,Unknown,Unknown
888759094,way,Unknown,footway,Unknown,Unknown,Unknown
888759095,way,Unknown,footway,Unknown,Unknown,Unknown
888759097,way,Unknown,footway,Unknown,Unknown,Unknown
888759098,way,Unknown,footway,Unknown,Unknown,Unknown
888759099,way,Unknown,footway,Unknown,Unknown,Unknown
888759100,way,Unknown,footway,Unknown,Unknown,Unknown
888759101,way,Unknown,footway,Unknown,Unknown,Unknown
888759102,way,Greenwich Street,footway,Unknown,Unknown,Unknown
888759103,way,Unknown,footway,Unknown,Unknown,Unknown
888759104,way,Unknown,footway,Unknown,Unknown,Unknown
888759105,way,Unknown,footway,Unknown,Unknown,Unknown
888759106,way,Unknown,footway,Unknown,Unknown,Unknown
888759107,way,Unknown,footway,Unknown,Unknown,Unknown
888759108,way,Unknown,footway,Unknown,Unknown,Unknown
888759109,way,Unknown,footway,Unknown,Unknown,Unknown
888759110,way,Unknown,footway,Unknown,Unknown,Unknown
888759111,way,Unknown,footway,Unknown,Unknown,Unknown
888759112,way,Unknown,footway,Unknown,Unknown,Unknown
888759113,way,Unknown,footway,Unknown,Unknown,Unknown
888759114,way,Unknown,footway,Unknown,Unknown,Unknown
888759115,way,Unknown,footway,Unknown,Unknown,Unknown
888759116,way,Unknown,footway,Unknown,Unknown,Unknown
888759117,way,Unknown,footway,Unknown,Unknown,Unknown
888759118,way,Unknown,footway,Unknown,Unknown,Unknown
888759122,way,Unknown,footway,Unknown,Unknown,Unknown
888759126,way,Unknown,footway,Unknown,Unknown,Unknown
888759127,way,Unknown,footway,Unknown,Unknown,Unknown
888759138,way,Unknown,footway,Unknown,Unknown,Unknown
889579308,way,Unknown,service,Unknown,Unknown,Unknown
890490545,way,Unknown,footway,Unknown,Unknown,Unknown
890490546,way,Unknown,footway,Unknown,Unknown,Unknown
890490551,way,Unknown,footway,Unknown,Unknown,Unknown
890490552,way,Unknown,footway,Unknown,Unknown,Unknown
890490553,way,Unknown,footway,Unknown,Unknown,Unknown
890490554,way,Unknown,footway,Unknown,Unknown,Unknown
890490555,way,Unknown,footway,Unknown,Unknown,Unknown
890490556,way,Unknown,footway,Unknown,Unknown,Unknown
890490558,way,Unknown,footway,Unknown,Unknown,Unknown
890490559,way,Unknown,footway,Unknown,Unknown,Unknown
890490560,way,Unknown,steps,Unknown,Unknown,Unknown
890490561,way,Unknown,footway,Unknown,Unknown,Unknown
890490562,way,Unknown,footway,Unknown,Unknown,Unknown
890490569,way,Unknown,footway,Unknown,Unknown,Unknown
890490570,way,Unknown,footway,Unknown,Unknown,Unknown
890490571,way,Unknown,footway,Unknown,Unknown,Unknown
890490572,way,Unknown,footway,Unknown,Unknown,Unknown
890490574,way,Unknown,footway,Unknown,Unknown,Unknown
890490575,way,Unknown,footway,Unknown,Unknown,Unknown
890490576,way,Unknown,footway,Unknown,Unknown,Unknown
890490577,way,Unknown,footway,Unknown,Unknown,Unknown
890490578,way,Unknown,footway,Unknown,Unknown,Unknown
890490579,way,Unknown,footway,Unknown,Unknown,Unknown
890490580,way,Unknown,footway,Unknown,Unknown,Unknown
890490581,way,Unknown,footway,Unknown,Unknown,Unknown
890490582,way,Unknown,footway,Unknown,Unknown,Unknown
890490583,way,Unknown,footway,Unknown,Unknown,Unknown
890490585,way,Unknown,footway,Unknown,Unknown,Unknown
890490586,way,Unknown,footway,Unknown,Unknown,Unknown
890490588,way,Unknown,footway,Unknown,Unknown,Unknown
890490589,way,Unknown,footway,Unknown,Unknown,Unknown
890490590,way,Unknown,footway,Unknown,Unknown,Unknown
890490591,way,Unknown,footway,Unknown,Unknown,Unknown
890490593,way,Unknown,footway,Unknown,Unknown,Unknown
890490594,way,Unknown,footway,Unknown,Unknown,Unknown
890490595,way,Unknown,footway,Unknown,Unknown,Unknown
890490596,way,Unknown,footway,Unknown,Unknown,Unknown
890490597,way,Unknown,footway,Unknown,Unknown,Unknown
890490598,way,Unknown,footway,Unknown,Unknown,Unknown
890490600,way,Unknown,footway,Unknown,Unknown,Unknown
890490602,way,Unknown,footway,Unknown,Unknown,Unknown
890490604,way,Unknown,footway,Unknown,Unknown,Unknown
890490605,way,Unknown,footway,Unknown,Unknown,Unknown
890490607,way,Unknown,footway,Unknown,Unknown,Unknown
890490608,way,Unknown,footway,Unknown,Unknown,Unknown
890490609,way,Unknown,footway,Unknown,Unknown,Unknown
890490610,way,Unknown,footway,Unknown,Unknown,Unknown
890490612,way,Unknown,footway,Unknown,Unknown,Unknown
890490613,way,Unknown,footway,Unknown,Unknown,Unknown
890490614,way,Unknown,footway,Unknown,Unknown,Unknown
890490617,way,Unknown,footway,Unknown,Unknown,Unknown
890490618,way,Unknown,footway,Unknown,Unknown,Unknown
890490619,way,Unknown,footway,Unknown,Unknown,Unknown
